School Year,County Number,County Name,District Number,District Name,School Number,School Name,School Code,State School Id,NCES ID,CO-OP,CO-OP Code,School Type,Impact Measure,Impact Value
20232024,005,BARREN,113,Caverna Independent,025,Caverna Elementary School,113025,005113025,210111000213,902,GRREC,A1,School Climate,33
20232024,005,BARREN,113,Caverna Independent,025,Caverna Elementary School,113025,005113025,210111000213,902,GRREC,A1,School Leadership,27
20232024,005,BARREN,113,Caverna Independent,026,Caverna Middle School,113026,005113026,210111001914,902,GRREC,A1,Managing Student Behavior,57
20232024,005,BARREN,113,Caverna Independent,026,Caverna Middle School,113026,005113026,210111001914,902,GRREC,A1,School Climate,59
20232024,005,BARREN,113,Caverna Independent,026,Caverna Middle School,113026,005113026,210111001914,902,GRREC,A1,School Leadership,82
20232024,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,902,GRREC,A1,Managing Student Behavior,50
20232024,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,902,GRREC,A1,School Climate,47
20232024,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,902,GRREC,A1,School Leadership,56
20232024,024,CHRISTIAN,115,Christian County,,All Schools,115000,,,908,WKEC,,Managing Student Behavior,68
20232024,024,CHRISTIAN,115,Christian County,,All Schools,115000,,,908,WKEC,,School Climate,63
20232024,024,CHRISTIAN,115,Christian County,,All Schools,115000,,,908,WKEC,,School Leadership,72
20232024,024,CHRISTIAN,115,Christian County,017,Martin Luther King Jr. Elementary School,115017,024115017,210115002024,908,WKEC,A1,Managing Student Behavior,51
20232024,024,CHRISTIAN,115,Christian County,017,Martin Luther King Jr. Elementary School,115017,024115017,210115002024,908,WKEC,A1,School Climate,42
20232024,024,CHRISTIAN,115,Christian County,017,Martin Luther King Jr. Elementary School,115017,024115017,210115002024,908,WKEC,A1,School Leadership,56
20232024,024,CHRISTIAN,115,Christian County,023,Cumberland Hall School,115023,024115023,210115001912,908,WKEC,A6,Managing Student Behavior,90
20232024,024,CHRISTIAN,115,Christian County,023,Cumberland Hall School,115023,024115023,210115001912,908,WKEC,A6,School Climate,84
20232024,024,CHRISTIAN,115,Christian County,023,Cumberland Hall School,115023,024115023,210115001912,908,WKEC,A6,School Leadership,100
20232024,024,CHRISTIAN,115,Christian County,026,Freedom Elementary School,115026,024115026,210115002415,908,WKEC,A1,Managing Student Behavior,49
20232024,024,CHRISTIAN,115,Christian County,026,Freedom Elementary School,115026,024115026,210115002415,908,WKEC,A1,School Climate,48
20232024,024,CHRISTIAN,115,Christian County,026,Freedom Elementary School,115026,024115026,210115002415,908,WKEC,A1,School Leadership,74
20232024,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,908,WKEC,A1,Managing Student Behavior,58
20232024,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,908,WKEC,A1,School Climate,55
20232024,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,908,WKEC,A1,School Leadership,73
20232024,024,CHRISTIAN,115,Christian County,035,Christian County Middle School,115035,024115035,210115000221,908,WKEC,A1,Managing Student Behavior,67
20232024,024,CHRISTIAN,115,Christian County,035,Christian County Middle School,115035,024115035,210115000221,908,WKEC,A1,School Climate,58
20232024,024,CHRISTIAN,115,Christian County,035,Christian County Middle School,115035,024115035,210115000221,908,WKEC,A1,School Leadership,91
20232024,024,CHRISTIAN,115,Christian County,040,Crofton Elementary School,115040,024115040,210115000222,908,WKEC,A1,Managing Student Behavior,77
20232024,024,CHRISTIAN,115,Christian County,040,Crofton Elementary School,115040,024115040,210115000222,908,WKEC,A1,School Climate,87
20232024,024,CHRISTIAN,115,Christian County,040,Crofton Elementary School,115040,024115040,210115000222,908,WKEC,A1,School Leadership,84
20232024,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,908,WKEC,A1,Managing Student Behavior,56
20232024,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,908,WKEC,A1,School Climate,42
20232024,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,908,WKEC,A1,School Leadership,57
20232024,024,CHRISTIAN,115,Christian County,055,Indian Hills Elementary School,115055,024115055,210115000224,908,WKEC,A1,Managing Student Behavior,87
20232024,024,CHRISTIAN,115,Christian County,055,Indian Hills Elementary School,115055,024115055,210115000224,908,WKEC,A1,School Climate,90
20232024,024,CHRISTIAN,115,Christian County,055,Indian Hills Elementary School,115055,024115055,210115000224,908,WKEC,A1,School Leadership,93
20232024,024,CHRISTIAN,115,Christian County,058,Hopkinsville Middle School,115058,024115058,210115000225,908,WKEC,A1,Managing Student Behavior,70
20232024,024,CHRISTIAN,115,Christian County,058,Hopkinsville Middle School,115058,024115058,210115000225,908,WKEC,A1,School Climate,67
20232024,024,CHRISTIAN,115,Christian County,058,Hopkinsville Middle School,115058,024115058,210115000225,908,WKEC,A1,School Leadership,83
20232024,024,CHRISTIAN,115,Christian County,125,Millbrooke Elementary School,115125,024115125,210115000229,908,WKEC,A1,Managing Student Behavior,63
20232024,024,CHRISTIAN,115,Christian County,125,Millbrooke Elementary School,115125,024115125,210115000229,908,WKEC,A1,School Climate,55
20232024,024,CHRISTIAN,115,Christian County,125,Millbrooke Elementary School,115125,024115125,210115000229,908,WKEC,A1,School Leadership,57
20232024,024,CHRISTIAN,115,Christian County,130,Pembroke Elementary School,115130,024115130,210115000231,908,WKEC,A1,Managing Student Behavior,60
20232024,024,CHRISTIAN,115,Christian County,130,Pembroke Elementary School,115130,024115130,210115000231,908,WKEC,A1,School Climate,53
20232024,024,CHRISTIAN,115,Christian County,130,Pembroke Elementary School,115130,024115130,210115000231,908,WKEC,A1,School Leadership,60
20232024,024,CHRISTIAN,115,Christian County,150,Sinking Fork Elementary School,115150,024115150,210115000232,908,WKEC,A1,Managing Student Behavior,76
20232024,024,CHRISTIAN,115,Christian County,150,Sinking Fork Elementary School,115150,024115150,210115000232,908,WKEC,A1,School Climate,91
20232024,024,CHRISTIAN,115,Christian County,150,Sinking Fork Elementary School,115150,024115150,210115000232,908,WKEC,A1,School Leadership,96
20232024,024,CHRISTIAN,115,Christian County,170,South Christian Elementary School,115170,024115170,210115000233,908,WKEC,A1,Managing Student Behavior,78
20232024,024,CHRISTIAN,115,Christian County,170,South Christian Elementary School,115170,024115170,210115000233,908,WKEC,A1,School Climate,69
20232024,024,CHRISTIAN,115,Christian County,170,South Christian Elementary School,115170,024115170,210115000233,908,WKEC,A1,School Leadership,69
20232024,024,CHRISTIAN,115,Christian County,180,Christian County Day Treatment,115180,024115180,210115000234,908,WKEC,A6,Managing Student Behavior,75
20232024,024,CHRISTIAN,115,Christian County,180,Christian County Day Treatment,115180,024115180,210115000234,908,WKEC,A6,School Climate,44
20232024,024,CHRISTIAN,115,Christian County,180,Christian County Day Treatment,115180,024115180,210115000234,908,WKEC,A6,School Leadership,33
20232024,024,CHRISTIAN,115,Christian County,975,Gateway Academy to Innovation & Tech.,115975,024115975,210115001938,908,WKEC,A2,Managing Student Behavior,72
20232024,024,CHRISTIAN,115,Christian County,975,Gateway Academy to Innovation & Tech.,115975,024115975,210115001938,908,WKEC,A2,School Climate,62
20232024,024,CHRISTIAN,115,Christian County,975,Gateway Academy to Innovation & Tech.,115975,024115975,210115001938,908,WKEC,A2,School Leadership,66
20232024,025,CLARK,121,Clark County,,All Schools,121000,,,901,CKEC,,Managing Student Behavior,64
20232024,025,CLARK,121,Clark County,,All Schools,121000,,,901,CKEC,,School Climate,63
20232024,025,CLARK,121,Clark County,,All Schools,121000,,,901,CKEC,,School Leadership,69
20232024,025,CLARK,121,Clark County,002,Willis H. Justice Elementary School,121002,025121002,210120002405,901,CKEC,A1,Managing Student Behavior,71
20232024,025,CLARK,121,Clark County,002,Willis H. Justice Elementary School,121002,025121002,210120002405,901,CKEC,A1,School Climate,71
20232024,025,CLARK,121,Clark County,002,Willis H. Justice Elementary School,121002,025121002,210120002405,901,CKEC,A1,School Leadership,71
20232024,025,CLARK,121,Clark County,004,Strode Station Elementary School,121004,025121004,210120002395,901,CKEC,A1,Managing Student Behavior,71
20232024,025,CLARK,121,Clark County,004,Strode Station Elementary School,121004,025121004,210120002395,901,CKEC,A1,School Climate,78
20232024,025,CLARK,121,Clark County,004,Strode Station Elementary School,121004,025121004,210120002395,901,CKEC,A1,School Leadership,78
20232024,025,CLARK,121,Clark County,006,Shearer Elementary School,121006,025121006,210120002397,901,CKEC,A1,Managing Student Behavior,54
20232024,025,CLARK,121,Clark County,006,Shearer Elementary School,121006,025121006,210120002397,901,CKEC,A1,School Climate,63
20232024,025,CLARK,121,Clark County,006,Shearer Elementary School,121006,025121006,210120002397,901,CKEC,A1,School Leadership,63
20232024,025,CLARK,121,Clark County,008,William G. Conkwright Elementary,121008,025121008,210120002391,901,CKEC,A1,Managing Student Behavior,74
20232024,025,CLARK,121,Clark County,008,William G. Conkwright Elementary,121008,025121008,210120002391,901,CKEC,A1,School Climate,85
20232024,025,CLARK,121,Clark County,008,William G. Conkwright Elementary,121008,025121008,210120002391,901,CKEC,A1,School Leadership,92
20232024,025,CLARK,121,Clark County,013,Phoenix Academy,121013,025121013,210120001624,901,CKEC,A6,Managing Student Behavior,55
20232024,025,CLARK,121,Clark County,013,Phoenix Academy,121013,025121013,210120001624,901,CKEC,A6,School Climate,52
20232024,025,CLARK,121,Clark County,013,Phoenix Academy,121013,025121013,210120001624,901,CKEC,A6,School Leadership,60
20232024,025,CLARK,121,Clark County,017,Clark County Preschool,121017,025121017,210120002120,901,CKEC,A4,Managing Student Behavior,60
20232024,025,CLARK,121,Clark County,017,Clark County Preschool,121017,025121017,210120002120,901,CKEC,A4,School Climate,76
20232024,025,CLARK,121,Clark County,017,Clark County Preschool,121017,025121017,210120002120,901,CKEC,A4,School Leadership,74
20232024,025,CLARK,121,Clark County,023,Robert D. Campbell Jr. High,121023,025121023,210120002402,901,CKEC,A1,Managing Student Behavior,76
20232024,025,CLARK,121,Clark County,023,Robert D. Campbell Jr. High,121023,025121023,210120002402,901,CKEC,A1,School Climate,51
20232024,025,CLARK,121,Clark County,023,Robert D. Campbell Jr. High,121023,025121023,210120002402,901,CKEC,A1,School Leadership,69
20232024,025,CLARK,121,Clark County,026,Rev. Henry E. Baker Sr. Interm. School,121026,025121026,210120002389,901,CKEC,A1,Managing Student Behavior,80
20232024,025,CLARK,121,Clark County,026,Rev. Henry E. Baker Sr. Interm. School,121026,025121026,210120002389,901,CKEC,A1,School Climate,70
20232024,025,CLARK,121,Clark County,026,Rev. Henry E. Baker Sr. Interm. School,121026,025121026,210120002389,901,CKEC,A1,School Leadership,84
20232024,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,901,CKEC,A1,Managing Student Behavior,36
20232024,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,901,CKEC,A1,School Climate,25
20232024,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,901,CKEC,A1,School Leadership,38
20232024,026,CLAY,125,Clay County,,All Schools,125000,,,907,SESC,,Managing Student Behavior,73
20232024,026,CLAY,125,Clay County,,All Schools,125000,,,907,SESC,,School Climate,70
20232024,026,CLAY,125,Clay County,,All Schools,125000,,,907,SESC,,School Leadership,75
20232024,026,CLAY,125,Clay County,040,Big Creek Elementary,125040,026125040,210123000247,907,SESC,A1,Managing Student Behavior,80
20232024,026,CLAY,125,Clay County,040,Big Creek Elementary,125040,026125040,210123000247,907,SESC,A1,School Climate,75
20232024,026,CLAY,125,Clay County,040,Big Creek Elementary,125040,026125040,210123000247,907,SESC,A1,School Leadership,80
20232024,026,CLAY,125,Clay County,070,Burning Springs Elementary,125070,026125070,210123000248,907,SESC,A1,Managing Student Behavior,82
20232024,026,CLAY,125,Clay County,070,Burning Springs Elementary,125070,026125070,210123000248,907,SESC,A1,School Climate,84
20232024,026,CLAY,125,Clay County,070,Burning Springs Elementary,125070,026125070,210123000248,907,SESC,A1,School Leadership,87
20232024,026,CLAY,125,Clay County,095,Clay County Middle School,125095,026125095,210123001699,907,SESC,A1,Managing Student Behavior,59
20232024,026,CLAY,125,Clay County,095,Clay County Middle School,125095,026125095,210123001699,907,SESC,A1,School Climate,48
20232024,026,CLAY,125,Clay County,095,Clay County Middle School,125095,026125095,210123001699,907,SESC,A1,School Leadership,66
20232024,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,907,SESC,A1,Managing Student Behavior,55
20232024,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,907,SESC,A1,School Climate,45
20232024,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,907,SESC,A1,School Leadership,51
20232024,026,CLAY,125,Clay County,200,Goose Rock Elementary,125200,026125200,210123000251,907,SESC,A1,Managing Student Behavior,85
20232024,026,CLAY,125,Clay County,200,Goose Rock Elementary,125200,026125200,210123000251,907,SESC,A1,School Climate,89
20232024,026,CLAY,125,Clay County,200,Goose Rock Elementary,125200,026125200,210123000251,907,SESC,A1,School Leadership,97
20232024,026,CLAY,125,Clay County,220,Hacker Elementary School,125220,026125220,210123000252,907,SESC,A1,Managing Student Behavior,81
20232024,026,CLAY,125,Clay County,220,Hacker Elementary School,125220,026125220,210123000252,907,SESC,A1,School Climate,91
20232024,026,CLAY,125,Clay County,220,Hacker Elementary School,125220,026125220,210123000252,907,SESC,A1,School Leadership,91
20232024,026,CLAY,125,Clay County,500,Manchester Elementary School,125500,026125500,210123000255,907,SESC,A1,Managing Student Behavior,53
20232024,026,CLAY,125,Clay County,500,Manchester Elementary School,125500,026125500,210123000255,907,SESC,A1,School Climate,63
20232024,026,CLAY,125,Clay County,500,Manchester Elementary School,125500,026125500,210123000255,907,SESC,A1,School Leadership,71
20232024,026,CLAY,125,Clay County,570,Oneida Elementary School,125570,026125570,210123000256,907,SESC,A1,Managing Student Behavior,90
20232024,026,CLAY,125,Clay County,570,Oneida Elementary School,125570,026125570,210123000256,907,SESC,A1,School Climate,73
20232024,026,CLAY,125,Clay County,570,Oneida Elementary School,125570,026125570,210123000256,907,SESC,A1,School Leadership,65
20232024,026,CLAY,125,Clay County,580,Paces Creek Elementary,125580,026125580,210123001413,907,SESC,A1,Managing Student Behavior,74
20232024,026,CLAY,125,Clay County,580,Paces Creek Elementary,125580,026125580,210123001413,907,SESC,A1,School Climate,66
20232024,026,CLAY,125,Clay County,580,Paces Creek Elementary,125580,026125580,210123001413,907,SESC,A1,School Leadership,72
20232024,027,CLINTON,131,Clinton County,,All Schools,131000,,,902,GRREC,,Managing Student Behavior,45
20232024,027,CLINTON,131,Clinton County,,All Schools,131000,,,902,GRREC,,School Climate,39
20232024,027,CLINTON,131,Clinton County,,All Schools,131000,,,902,GRREC,,School Leadership,54
20232024,027,CLINTON,131,Clinton County,015,Albany Elementary School,131015,027131015,210126000257,902,GRREC,A1,Managing Student Behavior,71
20232024,027,CLINTON,131,Clinton County,015,Albany Elementary School,131015,027131015,210126000257,902,GRREC,A1,School Climate,59
20232024,027,CLINTON,131,Clinton County,015,Albany Elementary School,131015,027131015,210126000257,902,GRREC,A1,School Leadership,73
20232024,027,CLINTON,131,Clinton County,016,Foothills Academy,131016,027131016,210126002162,902,GRREC,A6,Managing Student Behavior,53
20232024,027,CLINTON,131,Clinton County,016,Foothills Academy,131016,027131016,210126002162,902,GRREC,A6,School Climate,42
20232024,027,CLINTON,131,Clinton County,016,Foothills Academy,131016,027131016,210126002162,902,GRREC,A6,School Leadership,91
20232024,027,CLINTON,131,Clinton County,020,Clinton County Early Childhood Center,131020,027131020,210126002228,902,GRREC,A1,Managing Student Behavior,22
20232024,027,CLINTON,131,Clinton County,020,Clinton County Early Childhood Center,131020,027131020,210126002228,902,GRREC,A1,School Climate,37
20232024,027,CLINTON,131,Clinton County,020,Clinton County Early Childhood Center,131020,027131020,210126002228,902,GRREC,A1,School Leadership,19
20232024,027,CLINTON,131,Clinton County,045,Clinton County Middle School,131045,027131045,210126000444,902,GRREC,A1,Managing Student Behavior,31
20232024,027,CLINTON,131,Clinton County,045,Clinton County Middle School,131045,027131045,210126000444,902,GRREC,A1,School Climate,28
20232024,027,CLINTON,131,Clinton County,045,Clinton County Middle School,131045,027131045,210126000444,902,GRREC,A1,School Leadership,44
20232024,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,902,GRREC,A1,Managing Student Behavior,49
20232024,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,902,GRREC,A1,School Climate,33
20232024,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,902,GRREC,A1,School Leadership,47
20232024,014,BRECKINRIDGE,132,Cloverport Independent,,All Schools,132000,,,902,GRREC,,Managing Student Behavior,51
20232024,014,BRECKINRIDGE,132,Cloverport Independent,,All Schools,132000,,,902,GRREC,,School Climate,48
20232024,014,BRECKINRIDGE,132,Cloverport Independent,,All Schools,132000,,,902,GRREC,,School Leadership,37
20232024,014,BRECKINRIDGE,132,Cloverport Independent,030,Cloverport Independent School,132030,014132030,210129002502,902,GRREC,A1,Managing Student Behavior,51
20232024,014,BRECKINRIDGE,132,Cloverport Independent,030,Cloverport Independent School,132030,014132030,210129002502,902,GRREC,A1,School Climate,48
20232024,014,BRECKINRIDGE,132,Cloverport Independent,030,Cloverport Independent School,132030,014132030,210129002502,902,GRREC,A1,School Leadership,37
20232024,118,WHITLEY,133,Corbin Independent,,All Schools,133000,,,907,SESC,,Managing Student Behavior,81
20232024,118,WHITLEY,133,Corbin Independent,,All Schools,133000,,,907,SESC,,School Climate,79
20232024,118,WHITLEY,133,Corbin Independent,,All Schools,133000,,,907,SESC,,School Leadership,75
20232024,118,WHITLEY,133,Corbin Independent,012,Corbin Educational Center,133012,118133012,210132001622,907,SESC,A6,Managing Student Behavior,81
20232024,118,WHITLEY,133,Corbin Independent,012,Corbin Educational Center,133012,118133012,210132001622,907,SESC,A6,School Climate,71
20232024,118,WHITLEY,133,Corbin Independent,012,Corbin Educational Center,133012,118133012,210132001622,907,SESC,A6,School Leadership,100
20232024,118,WHITLEY,133,Corbin Independent,016,Corbin Preschool,133016,118133016,210132001982,907,SESC,A4,Managing Student Behavior,60
20232024,118,WHITLEY,133,Corbin Independent,016,Corbin Preschool,133016,118133016,210132001982,907,SESC,A4,School Climate,76
20232024,118,WHITLEY,133,Corbin Independent,016,Corbin Preschool,133016,118133016,210132001982,907,SESC,A4,School Leadership,44
20232024,118,WHITLEY,133,Corbin Independent,019,CORBIN ELEMENTARY SCHOOL,133019,118133019,210132002489,907,SESC,A1,Managing Student Behavior,95
20232024,118,WHITLEY,133,Corbin Independent,019,CORBIN ELEMENTARY SCHOOL,133019,118133019,210132002489,907,SESC,A1,School Climate,97
20232024,118,WHITLEY,133,Corbin Independent,019,CORBIN ELEMENTARY SCHOOL,133019,118133019,210132002489,907,SESC,A1,School Leadership,97
20232024,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,907,SESC,A1,Managing Student Behavior,81
20232024,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,907,SESC,A1,School Climate,56
20232024,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,907,SESC,A1,School Leadership,53
20232024,118,WHITLEY,133,Corbin Independent,050,Corbin Middle School,133050,118133050,210132001414,907,SESC,A1,Managing Student Behavior,94
20232024,118,WHITLEY,133,Corbin Independent,050,Corbin Middle School,133050,118133050,210132001414,907,SESC,A1,School Climate,90
20232024,118,WHITLEY,133,Corbin Independent,050,Corbin Middle School,133050,118133050,210132001414,907,SESC,A1,School Leadership,86
20232024,118,WHITLEY,133,Corbin Independent,070,Corbin Primary,133070,118133070,210132002218,907,SESC,A1,Managing Student Behavior,78
20232024,118,WHITLEY,133,Corbin Independent,070,Corbin Primary,133070,118133070,210132002218,907,SESC,A1,School Climate,73
20232024,118,WHITLEY,133,Corbin Independent,070,Corbin Primary,133070,118133070,210132002218,907,SESC,A1,School Leadership,67
20232024,118,WHITLEY,133,Corbin Independent,100,Corbin School of Innovation,133100,118133100,210132002367,907,SESC,A5,Managing Student Behavior,82
20232024,118,WHITLEY,133,Corbin Independent,100,Corbin School of Innovation,133100,118133100,210132002367,907,SESC,A5,School Climate,94
20232024,118,WHITLEY,133,Corbin Independent,100,Corbin School of Innovation,133100,118133100,210132002367,907,SESC,A5,School Leadership,79
20232024,059,KENTON,134,Covington Independent,,All Schools,134000,,,905,NKCES,,Managing Student Behavior,56
20232024,059,KENTON,134,Covington Independent,,All Schools,134000,,,905,NKCES,,School Climate,59
20232024,059,KENTON,134,Covington Independent,,All Schools,134000,,,905,NKCES,,School Leadership,65
20232024,059,KENTON,134,Covington Independent,010,Biggs Early Childhood Education Ctr,134010,059134010,210135001664,905,NKCES,A4,Managing Student Behavior,58
20232024,059,KENTON,134,Covington Independent,010,Biggs Early Childhood Education Ctr,134010,059134010,210135001664,905,NKCES,A4,School Climate,54
20232024,059,KENTON,134,Covington Independent,010,Biggs Early Childhood Education Ctr,134010,059134010,210135001664,905,NKCES,A4,School Leadership,53
20232024,059,KENTON,134,Covington Independent,011,Covington Adult High School,134011,059134011,210135001495,905,NKCES,A5,Managing Student Behavior,83
20232024,059,KENTON,134,Covington Independent,011,Covington Adult High School,134011,059134011,210135001495,905,NKCES,A5,School Climate,89
20232024,059,KENTON,134,Covington Independent,011,Covington Adult High School,134011,059134011,210135001495,905,NKCES,A5,School Leadership,89
20232024,059,KENTON,134,Covington Independent,013,Transformational Learning Center,134013,059134013,210135001783,905,NKCES,A5,Managing Student Behavior,58
20232024,059,KENTON,134,Covington Independent,013,Transformational Learning Center,134013,059134013,210135001783,905,NKCES,A5,School Climate,51
20232024,059,KENTON,134,Covington Independent,013,Transformational Learning Center,134013,059134013,210135001783,905,NKCES,A5,School Leadership,78
20232024,059,KENTON,134,Covington Independent,017,Holmes Middle School,134017,059134017,210135001944,905,NKCES,A1,Managing Student Behavior,68
20232024,059,KENTON,134,Covington Independent,017,Holmes Middle School,134017,059134017,210135001944,905,NKCES,A1,School Climate,67
20232024,059,KENTON,134,Covington Independent,017,Holmes Middle School,134017,059134017,210135001944,905,NKCES,A1,School Leadership,79
20232024,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,905,NKCES,A1,Managing Student Behavior,36
20232024,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,905,NKCES,A1,School Climate,35
20232024,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,905,NKCES,A1,School Leadership,46
20232024,059,KENTON,134,Covington Independent,110,John G Carlisle Elementary,134110,059134110,210135000270,905,NKCES,A1,Managing Student Behavior,76
20232024,059,KENTON,134,Covington Independent,110,John G Carlisle Elementary,134110,059134110,210135000270,905,NKCES,A1,School Climate,85
20232024,059,KENTON,134,Covington Independent,110,John G Carlisle Elementary,134110,059134110,210135000270,905,NKCES,A1,School Leadership,82
20232024,059,KENTON,134,Covington Independent,115,Latonia Elementary School,134115,059134115,210135000271,905,NKCES,A1,Managing Student Behavior,66
20232024,059,KENTON,134,Covington Independent,115,Latonia Elementary School,134115,059134115,210135000271,905,NKCES,A1,School Climate,75
20232024,059,KENTON,134,Covington Independent,115,Latonia Elementary School,134115,059134115,210135000271,905,NKCES,A1,School Leadership,80
20232024,059,KENTON,134,Covington Independent,150,Ninth District Elementary,134150,059134150,210135000274,905,NKCES,A1,Managing Student Behavior,31
20232024,059,KENTON,134,Covington Independent,150,Ninth District Elementary,134150,059134150,210135000274,905,NKCES,A1,School Climate,39
20232024,059,KENTON,134,Covington Independent,150,Ninth District Elementary,134150,059134150,210135000274,905,NKCES,A1,School Leadership,52
20232024,059,KENTON,134,Covington Independent,160,Glenn O Swing Elementary,134160,059134160,210135000275,905,NKCES,A1,Managing Student Behavior,47
20232024,059,KENTON,134,Covington Independent,160,Glenn O Swing Elementary,134160,059134160,210135000275,905,NKCES,A1,School Climate,50
20232024,059,KENTON,134,Covington Independent,160,Glenn O Swing Elementary,134160,059134160,210135000275,905,NKCES,A1,School Leadership,51
20232024,059,KENTON,134,Covington Independent,170,Sixth District Elementary School,134170,059134170,210135000276,905,NKCES,A1,Managing Student Behavior,44
20232024,059,KENTON,134,Covington Independent,170,Sixth District Elementary School,134170,059134170,210135000276,905,NKCES,A1,School Climate,45
20232024,059,KENTON,134,Covington Independent,170,Sixth District Elementary School,134170,059134170,210135000276,905,NKCES,A1,School Leadership,41
20232024,028,CRITTENDEN,135,Crittenden County,,All Schools,135000,,,908,WKEC,,Managing Student Behavior,62
20232024,028,CRITTENDEN,135,Crittenden County,,All Schools,135000,,,908,WKEC,,School Climate,57
20232024,028,CRITTENDEN,135,Crittenden County,,All Schools,135000,,,908,WKEC,,School Leadership,62
20232024,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,028135020,210138000279,908,WKEC,A1,Managing Student Behavior,35
20232024,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,028135020,210138000279,908,WKEC,A1,School Climate,19
20232024,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,028135020,210138000279,908,WKEC,A1,School Leadership,19
20232024,028,CRITTENDEN,135,Crittenden County,025,Crittenden County Middle School,135025,028135025,210138000280,908,WKEC,A1,Managing Student Behavior,81
20232024,028,CRITTENDEN,135,Crittenden County,025,Crittenden County Middle School,135025,028135025,210138000280,908,WKEC,A1,School Climate,80
20232024,028,CRITTENDEN,135,Crittenden County,025,Crittenden County Middle School,135025,028135025,210138000280,908,WKEC,A1,School Leadership,93
20232024,028,CRITTENDEN,135,Crittenden County,100,Crittenden County Elementary School,135100,028135100,210138001441,908,WKEC,A1,Managing Student Behavior,71
20232024,028,CRITTENDEN,135,Crittenden County,100,Crittenden County Elementary School,135100,028135100,210138001441,908,WKEC,A1,School Climate,74
20232024,028,CRITTENDEN,135,Crittenden County,100,Crittenden County Elementary School,135100,028135100,210138001441,908,WKEC,A1,School Leadership,75
20232024,029,CUMBERLAND,141,Cumberland County,,All Schools,141000,,,902,GRREC,,Managing Student Behavior,58
20232024,029,CUMBERLAND,141,Cumberland County,,All Schools,141000,,,902,GRREC,,School Climate,47
20232024,029,CUMBERLAND,141,Cumberland County,,All Schools,141000,,,902,GRREC,,School Leadership,56
20232024,029,CUMBERLAND,141,Cumberland County,070,Cumberland County Elementary School,141070,029141070,210141000286,902,GRREC,A1,Managing Student Behavior,60
20232024,029,CUMBERLAND,141,Cumberland County,070,Cumberland County Elementary School,141070,029141070,210141000286,902,GRREC,A1,School Climate,49
20232024,029,CUMBERLAND,141,Cumberland County,070,Cumberland County Elementary School,141070,029141070,210141000286,902,GRREC,A1,School Leadership,57
20232024,029,CUMBERLAND,141,Cumberland County,075,Cumberland County Middle School,141075,029141075,210141001561,902,GRREC,A1,Managing Student Behavior,64
20232024,029,CUMBERLAND,141,Cumberland County,075,Cumberland County Middle School,141075,029141075,210141001561,902,GRREC,A1,School Climate,51
20232024,029,CUMBERLAND,141,Cumberland County,075,Cumberland County Middle School,141075,029141075,210141001561,902,GRREC,A1,School Leadership,64
20232024,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,902,GRREC,A1,Managing Student Behavior,52
20232024,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,902,GRREC,A1,School Climate,43
20232024,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,902,GRREC,A1,School Leadership,49
20232024,011,BOYLE,143,Danville Independent,,All Schools,143000,,,901,CKEC,,Managing Student Behavior,60
